Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82983;05/06/2000;1200;0.6;;20.7;;;;;;
82983;06/06/2000;0000;;27.2;;0.5;1;23.24;75.75;4.133333;
82983;06/06/2000;1200;0;;21.4;;;;;;
82983;07/06/2000;0000;;29.2;;6.7;0.6;24.12;61;4.1;
82983;07/06/2000;1200;0;;19.8;;;;;;
82983;08/06/2000;0000;;30.2;;10.7;6.6;24.6;59.75;3.566667;
82983;08/06/2000;1200;0;;20.4;;;;;;
82983;09/06/2000;0000;;28.4;;5.2;6.2;24;60.75;3.566667;
82983;09/06/2000;1200;0;;21;;;;;;
82983;10/06/2000;0000;;30.2;;9.7;6.3;24.68;55.25;3.3;
82983;10/06/2000;1200;0;;20.4;;;;;;
82983;11/06/2000;0000;;30.2;;9.6;7.3;25.16;59;3.3;
82983;11/06/2000;1200;0;;20.6;;;;;;
82983;12/06/2000;0000;;31.4;;10.3;5.9;25.76;54.5;3.3;
82983;12/06/2000;1200;0;;21.8;;;;;;
82983;13/06/2000;0000;;31.4;;10.7;8.6;25.46;53;4.133333;
82983;13/06/2000;1200;0;;20.5;;;;;;
82983;14/06/2000;0000;;30.6;;10.3;8.5;25.36;52;4.433333;
82983;14/06/2000;1200;0;;21;;;;;;
82983;15/06/2000;0000;;29.2;;9.9;5.3;24.74;54.75;3.866667;
82983;15/06/2000;1200;0;;20.7;;;;;;
82983;16/06/2000;0000;;29.2;;3.6;6.8;25.34;58.75;3.566667;
82983;16/06/2000;1200;0;;21.8;;;;;;
82983;17/06/2000;0000;;30.4;;5.3;1.8;25.74;58.25;3.566667;
82983;17/06/2000;1200;0;;22.9;;;;;;
82983;18/06/2000;0000;;32;;10.4;3.4;26.38;53.75;3.833333;
82983;18/06/2000;1200;0;;21.9;;;;;;
82983;19/06/2000;0000;;30.6;;6.7;7.9;25.8;56.75;3.566667;
82983;19/06/2000;1200;0;;22;;;;;;
82983;20/06/2000;0000;;32;;7.7;6.5;26.4;59.5;3.3;
82983;20/06/2000;1200;0;;22.6;;;;;;
82983;21/06/2000;0000;;32.2;;7.6;6.7;26.08;56.5;3.3;
82983;21/06/2000;1200;0;;22.2;;;;;;
82983;22/06/2000;0000;;32.8;;9.1;7.1;26.84;51;3.3;
82983;22/06/2000;1200;0;;22;;;;;;
82983;23/06/2000;0000;;30.6;;;9.1;25.08;62.25;4.133333;
82983;23/06/2000;1200;0;;22.8;;;;;;
82983;24/06/2000;0000;;26;;2.1;7.3;22.2;73.75;4.133333;
82983;24/06/2000;1200;0;;20.6;;;;;;
82983;25/06/2000;0000;;27.4;;2.5;4.4;24.1;60.25;4.433333;
82983;25/06/2000;1200;0;;20.7;;;;;;
82983;26/06/2000;0000;;26.8;;2.3;6.6;23.82;61.5;3.033333;
82983;26/06/2000;1200;0;;20.1;;;;;;
