,Estacao,Data,Precipitacao,Date,year,month,day,long,lat
113,RECIFE,26/02/2000,0.0,2000-02-26,2000,2,26,-34.95,-8.05
115,RECIFE,27/02/2000,9.3,2000-02-27,2000,2,27,-34.95,-8.05
117,RECIFE,28/02/2000,0.0,2000-02-28,2000,2,28,-34.95,-8.05
119,RECIFE,29/02/2000,0.0,2000-02-29,2000,2,29,-34.95,-8.05
121,RECIFE,01/03/2000,5.2,2000-03-01,2000,3,1,-34.95,-8.05
123,RECIFE,02/03/2000,1.0,2000-03-02,2000,3,2,-34.95,-8.05
125,RECIFE,03/03/2000,13.0,2000-03-03,2000,3,3,-34.95,-8.05
127,RECIFE,04/03/2000,1.7,2000-03-04,2000,3,4,-34.95,-8.05
129,RECIFE,05/03/2000,4.6,2000-03-05,2000,3,5,-34.95,-8.05
131,RECIFE,06/03/2000,0.1,2000-03-06,2000,3,6,-34.95,-8.05
133,RECIFE,07/03/2000,16.0,2000-03-07,2000,3,7,-34.95,-8.05
135,RECIFE,08/03/2000,0.9,2000-03-08,2000,3,8,-34.95,-8.05
137,RECIFE,09/03/2000,4.8,2000-03-09,2000,3,9,-34.95,-8.05
139,RECIFE,10/03/2000,1.9,2000-03-10,2000,3,10,-34.95,-8.05
141,RECIFE,11/03/2000,1.2,2000-03-11,2000,3,11,-34.95,-8.05
143,RECIFE,12/03/2000,0.0,2000-03-12,2000,3,12,-34.95,-8.05
145,RECIFE,13/03/2000,0.0,2000-03-13,2000,3,13,-34.95,-8.05
147,RECIFE,14/03/2000,1.6,2000-03-14,2000,3,14,-34.95,-8.05
149,RECIFE,15/03/2000,0.0,2000-03-15,2000,3,15,-34.95,-8.05
151,RECIFE,16/03/2000,0.0,2000-03-16,2000,3,16,-34.95,-8.05
153,RECIFE,17/03/2000,0.0,2000-03-17,2000,3,17,-34.95,-8.05
155,RECIFE,18/03/2000,0.0,2000-03-18,2000,3,18,-34.95,-8.05
157,RECIFE,19/03/2000,0.0,2000-03-19,2000,3,19,-34.95,-8.05
159,RECIFE,20/03/2000,2.6,2000-03-20,2000,3,20,-34.95,-8.05
161,RECIFE,21/03/2000,14.2,2000-03-21,2000,3,21,-34.95,-8.05
163,RECIFE,22/03/2000,0.0,2000-03-22,2000,3,22,-34.95,-8.05
165,RECIFE,23/03/2000,0.7,2000-03-23,2000,3,23,-34.95,-8.05
167,RECIFE,24/03/2000,10.7,2000-03-24,2000,3,24,-34.95,-8.05
169,RECIFE,25/03/2000,19.0,2000-03-25,2000,3,25,-34.95,-8.05
171,RECIFE,26/03/2000,10.0,2000-03-26,2000,3,26,-34.95,-8.05
173,RECIFE,27/03/2000,23.0,2000-03-27,2000,3,27,-34.95,-8.05
175,RECIFE,28/03/2000,10.4,2000-03-28,2000,3,28,-34.95,-8.05
177,RECIFE,29/03/2000,1.0,2000-03-29,2000,3,29,-34.95,-8.05
179,RECIFE,30/03/2000,27.8,2000-03-30,2000,3,30,-34.95,-8.05
181,RECIFE,31/03/2000,2.7,2000-03-31,2000,3,31,-34.95,-8.05
183,RECIFE,01/04/2000,21.0,2000-04-01,2000,4,1,-34.95,-8.05
185,RECIFE,02/04/2000,1.5,2000-04-02,2000,4,2,-34.95,-8.05
187,RECIFE,03/04/2000,1.2,2000-04-03,2000,4,3,-34.95,-8.05
189,RECIFE,04/04/2000,41.4,2000-04-04,2000,4,4,-34.95,-8.05
191,RECIFE,05/04/2000,0.0,2000-04-05,2000,4,5,-34.95,-8.05
193,RECIFE,06/04/2000,18.0,2000-04-06,2000,4,6,-34.95,-8.05
195,RECIFE,07/04/2000,0.3,2000-04-07,2000,4,7,-34.95,-8.05
197,RECIFE,08/04/2000,19.9,2000-04-08,2000,4,8,-34.95,-8.05
199,RECIFE,09/04/2000,117.0,2000-04-09,2000,4,9,-34.95,-8.05
201,RECIFE,10/04/2000,0.6,2000-04-10,2000,4,10,-34.95,-8.05
203,RECIFE,11/04/2000,15.8,2000-04-11,2000,4,11,-34.95,-8.05
205,RECIFE,12/04/2000,23.0,2000-04-12,2000,4,12,-34.95,-8.05
207,RECIFE,13/04/2000,20.1,2000-04-13,2000,4,13,-34.95,-8.05
209,RECIFE,14/04/2000,3.2,2000-04-14,2000,4,14,-34.95,-8.05
211,RECIFE,15/04/2000,4.6,2000-04-15,2000,4,15,-34.95,-8.05
213,RECIFE,16/04/2000,0.2,2000-04-16,2000,4,16,-34.95,-8.05
215,RECIFE,17/04/2000,25.8,2000-04-17,2000,4,17,-34.95,-8.05
217,RECIFE,18/04/2000,3.3,2000-04-18,2000,4,18,-34.95,-8.05
219,RECIFE,19/04/2000,9.6,2000-04-19,2000,4,19,-34.95,-8.05
221,RECIFE,20/04/2000,0.3,2000-04-20,2000,4,20,-34.95,-8.05
223,RECIFE,21/04/2000,4.0,2000-04-21,2000,4,21,-34.95,-8.05
225,RECIFE,22/04/2000,0.0,2000-04-22,2000,4,22,-34.95,-8.05
227,RECIFE,23/04/2000,0.0,2000-04-23,2000,4,23,-34.95,-8.05
229,RECIFE,24/04/2000,6.3,2000-04-24,2000,4,24,-34.95,-8.05
231,RECIFE,25/04/2000,15.4,2000-04-25,2000,4,25,-34.95,-8.05
233,RECIFE,26/04/2000,51.6,2000-04-26,2000,4,26,-34.95,-8.05
235,RECIFE,27/04/2000,1.2,2000-04-27,2000,4,27,-34.95,-8.05
237,RECIFE,28/04/2000,13.0,2000-04-28,2000,4,28,-34.95,-8.05
239,RECIFE,29/04/2000,16.8,2000-04-29,2000,4,29,-34.95,-8.05
241,RECIFE,30/04/2000,0.3,2000-04-30,2000,4,30,-34.95,-8.05
243,RECIFE,01/05/2000,7.0,2000-05-01,2000,5,1,-34.95,-8.05
245,RECIFE,02/05/2000,9.3,2000-05-02,2000,5,2,-34.95,-8.05
247,RECIFE,03/05/2000,25.7,2000-05-03,2000,5,3,-34.95,-8.05
249,RECIFE,04/05/2000,21.1,2000-05-04,2000,5,4,-34.95,-8.05
251,RECIFE,05/05/2000,5.6,2000-05-05,2000,5,5,-34.95,-8.05
253,RECIFE,06/05/2000,42.1,2000-05-06,2000,5,6,-34.95,-8.05
255,RECIFE,07/05/2000,39.1,2000-05-07,2000,5,7,-34.95,-8.05
257,RECIFE,08/05/2000,14.2,2000-05-08,2000,5,8,-34.95,-8.05
259,RECIFE,09/05/2000,0.0,2000-05-09,2000,5,9,-34.95,-8.05
261,RECIFE,10/05/2000,3.6,2000-05-10,2000,5,10,-34.95,-8.05
263,RECIFE,11/05/2000,0.3,2000-05-11,2000,5,11,-34.95,-8.05
265,RECIFE,12/05/2000,0.4,2000-05-12,2000,5,12,-34.95,-8.05
267,RECIFE,13/05/2000,3.4,2000-05-13,2000,5,13,-34.95,-8.05
269,RECIFE,14/05/2000,11.4,2000-05-14,2000,5,14,-34.95,-8.05
271,RECIFE,15/05/2000,2.3,2000-05-15,2000,5,15,-34.95,-8.05
273,RECIFE,16/05/2000,6.7,2000-05-16,2000,5,16,-34.95,-8.05
275,RECIFE,17/05/2000,40.7,2000-05-17,2000,5,17,-34.95,-8.05
277,RECIFE,18/05/2000,0.6,2000-05-18,2000,5,18,-34.95,-8.05
279,RECIFE,19/05/2000,0.0,2000-05-19,2000,5,19,-34.95,-8.05
281,RECIFE,20/05/2000,0.0,2000-05-20,2000,5,20,-34.95,-8.05
283,RECIFE,21/05/2000,1.3,2000-05-21,2000,5,21,-34.95,-8.05
285,RECIFE,22/05/2000,0.0,2000-05-22,2000,5,22,-34.95,-8.05
287,RECIFE,23/05/2000,7.0,2000-05-23,2000,5,23,-34.95,-8.05
289,RECIFE,24/05/2000,17.6,2000-05-24,2000,5,24,-34.95,-8.05
291,RECIFE,25/05/2000,0.0,2000-05-25,2000,5,25,-34.95,-8.05
293,RECIFE,26/05/2000,1.0,2000-05-26,2000,5,26,-34.95,-8.05
295,RECIFE,27/05/2000,0.0,2000-05-27,2000,5,27,-34.95,-8.05
297,RECIFE,28/05/2000,0.0,2000-05-28,2000,5,28,-34.95,-8.05
299,RECIFE,29/05/2000,0.0,2000-05-29,2000,5,29,-34.95,-8.05
301,RECIFE,30/05/2000,0.0,2000-05-30,2000,5,30,-34.95,-8.05
303,RECIFE,31/05/2000,5.0,2000-05-31,2000,5,31,-34.95,-8.05
305,RECIFE,01/06/2000,38.5,2000-06-01,2000,6,1,-34.95,-8.05
307,RECIFE,02/06/2000,0.0,2000-06-02,2000,6,2,-34.95,-8.05
309,RECIFE,03/06/2000,0.5,2000-06-03,2000,6,3,-34.95,-8.05
311,RECIFE,04/06/2000,8.0,2000-06-04,2000,6,4,-34.95,-8.05
313,RECIFE,05/06/2000,0.3,2000-06-05,2000,6,5,-34.95,-8.05
315,RECIFE,06/06/2000,17.3,2000-06-06,2000,6,6,-34.95,-8.05
317,RECIFE,07/06/2000,46.3,2000-06-07,2000,6,7,-34.95,-8.05
319,RECIFE,08/06/2000,41.4,2000-06-08,2000,6,8,-34.95,-8.05
321,RECIFE,09/06/2000,77.0,2000-06-09,2000,6,9,-34.95,-8.05
323,RECIFE,10/06/2000,16.0,2000-06-10,2000,6,10,-34.95,-8.05
325,RECIFE,11/06/2000,15.1,2000-06-11,2000,6,11,-34.95,-8.05
327,RECIFE,12/06/2000,0.2,2000-06-12,2000,6,12,-34.95,-8.05
329,RECIFE,13/06/2000,9.6,2000-06-13,2000,6,13,-34.95,-8.05
331,RECIFE,14/06/2000,27.7,2000-06-14,2000,6,14,-34.95,-8.05
333,RECIFE,15/06/2000,5.6,2000-06-15,2000,6,15,-34.95,-8.05
335,RECIFE,16/06/2000,73.6,2000-06-16,2000,6,16,-34.95,-8.05
337,RECIFE,17/06/2000,2.6,2000-06-17,2000,6,17,-34.95,-8.05
339,RECIFE,18/06/2000,0.0,2000-06-18,2000,6,18,-34.95,-8.05
341,RECIFE,19/06/2000,7.4,2000-06-19,2000,6,19,-34.95,-8.05
343,RECIFE,20/06/2000,15.7,2000-06-20,2000,6,20,-34.95,-8.05
345,RECIFE,21/06/2000,13.0,2000-06-21,2000,6,21,-34.95,-8.05
347,RECIFE,22/06/2000,10.6,2000-06-22,2000,6,22,-34.95,-8.05
349,RECIFE,23/06/2000,10.2,2000-06-23,2000,6,23,-34.95,-8.05
351,RECIFE,24/06/2000,0.0,2000-06-24,2000,6,24,-34.95,-8.05
353,RECIFE,25/06/2000,7.2,2000-06-25,2000,6,25,-34.95,-8.05
355,RECIFE,26/06/2000,105.2,2000-06-26,2000,6,26,-34.95,-8.05
357,RECIFE,27/06/2000,3.0,2000-06-27,2000,6,27,-34.95,-8.05
359,RECIFE,28/06/2000,5.8,2000-06-28,2000,6,28,-34.95,-8.05
361,RECIFE,29/06/2000,0.0,2000-06-29,2000,6,29,-34.95,-8.05
363,RECIFE,30/06/2000,5.1,2000-06-30,2000,6,30,-34.95,-8.05
365,RECIFE,01/07/2000,69.0,2000-07-01,2000,7,1,-34.95,-8.05
367,RECIFE,02/07/2000,11.0,2000-07-02,2000,7,2,-34.95,-8.05
369,RECIFE,03/07/2000,53.0,2000-07-03,2000,7,3,-34.95,-8.05
371,RECIFE,04/07/2000,25.0,2000-07-04,2000,7,4,-34.95,-8.05
373,RECIFE,05/07/2000,16.4,2000-07-05,2000,7,5,-34.95,-8.05
375,RECIFE,06/07/2000,3.4,2000-07-06,2000,7,6,-34.95,-8.05
377,RECIFE,07/07/2000,15.4,2000-07-07,2000,7,7,-34.95,-8.05
379,RECIFE,08/07/2000,8.7,2000-07-08,2000,7,8,-34.95,-8.05
381,RECIFE,09/07/2000,0.5,2000-07-09,2000,7,9,-34.95,-8.05
383,RECIFE,10/07/2000,8.2,2000-07-10,2000,7,10,-34.95,-8.05
385,RECIFE,11/07/2000,53.7,2000-07-11,2000,7,11,-34.95,-8.05
387,RECIFE,12/07/2000,45.3,2000-07-12,2000,7,12,-34.95,-8.05
389,RECIFE,13/07/2000,4.7,2000-07-13,2000,7,13,-34.95,-8.05
391,RECIFE,14/07/2000,22.4,2000-07-14,2000,7,14,-34.95,-8.05
393,RECIFE,15/07/2000,59.0,2000-07-15,2000,7,15,-34.95,-8.05
395,RECIFE,16/07/2000,3.1,2000-07-16,2000,7,16,-34.95,-8.05
397,RECIFE,17/07/2000,0.0,2000-07-17,2000,7,17,-34.95,-8.05
399,RECIFE,18/07/2000,0.0,2000-07-18,2000,7,18,-34.95,-8.05
401,RECIFE,19/07/2000,0.7,2000-07-19,2000,7,19,-34.95,-8.05
403,RECIFE,20/07/2000,57.0,2000-07-20,2000,7,20,-34.95,-8.05
405,RECIFE,21/07/2000,5.3,2000-07-21,2000,7,21,-34.95,-8.05
407,RECIFE,22/07/2000,0.3,2000-07-22,2000,7,22,-34.95,-8.05
409,RECIFE,23/07/2000,5.4,2000-07-23,2000,7,23,-34.95,-8.05
411,RECIFE,24/07/2000,0.4,2000-07-24,2000,7,24,-34.95,-8.05
413,RECIFE,25/07/2000,12.0,2000-07-25,2000,7,25,-34.95,-8.05
415,RECIFE,26/07/2000,3.2,2000-07-26,2000,7,26,-34.95,-8.05
417,RECIFE,27/07/2000,27.7,2000-07-27,2000,7,27,-34.95,-8.05
419,RECIFE,28/07/2000,10.6,2000-07-28,2000,7,28,-34.95,-8.05
421,RECIFE,29/07/2000,0.6,2000-07-29,2000,7,29,-34.95,-8.05
423,RECIFE,30/07/2000,27.1,2000-07-30,2000,7,30,-34.95,-8.05
425,RECIFE,31/07/2000,25.9,2000-07-31,2000,7,31,-34.95,-8.05
427,RECIFE,01/08/2000,185.9,2000-08-01,2000,8,1,-34.95,-8.05
429,RECIFE,02/08/2000,55.5,2000-08-02,2000,8,2,-34.95,-8.05
431,RECIFE,03/08/2000,19.8,2000-08-03,2000,8,3,-34.95,-8.05
433,RECIFE,04/08/2000,0.0,2000-08-04,2000,8,4,-34.95,-8.05
435,RECIFE,05/08/2000,4.0,2000-08-05,2000,8,5,-34.95,-8.05
437,RECIFE,06/08/2000,9.6,2000-08-06,2000,8,6,-34.95,-8.05
439,RECIFE,07/08/2000,20.6,2000-08-07,2000,8,7,-34.95,-8.05
441,RECIFE,08/08/2000,11.3,2000-08-08,2000,8,8,-34.95,-8.05
443,RECIFE,09/08/2000,28.3,2000-08-09,2000,8,9,-34.95,-8.05
445,RECIFE,10/08/2000,2.0,2000-08-10,2000,8,10,-34.95,-8.05
447,RECIFE,11/08/2000,4.4,2000-08-11,2000,8,11,-34.95,-8.05
449,RECIFE,12/08/2000,0.0,2000-08-12,2000,8,12,-34.95,-8.05
451,RECIFE,13/08/2000,0.0,2000-08-13,2000,8,13,-34.95,-8.05
453,RECIFE,14/08/2000,0.0,2000-08-14,2000,8,14,-34.95,-8.05
455,RECIFE,15/08/2000,6.3,2000-08-15,2000,8,15,-34.95,-8.05
457,RECIFE,16/08/2000,0.0,2000-08-16,2000,8,16,-34.95,-8.05
459,RECIFE,17/08/2000,1.8,2000-08-17,2000,8,17,-34.95,-8.05
461,RECIFE,18/08/2000,46.2,2000-08-18,2000,8,18,-34.95,-8.05
463,RECIFE,19/08/2000,18.0,2000-08-19,2000,8,19,-34.95,-8.05
465,RECIFE,20/08/2000,0.1,2000-08-20,2000,8,20,-34.95,-8.05
467,RECIFE,21/08/2000,3.0,2000-08-21,2000,8,21,-34.95,-8.05
469,RECIFE,22/08/2000,0.1,2000-08-22,2000,8,22,-34.95,-8.05
471,RECIFE,23/08/2000,0.0,2000-08-23,2000,8,23,-34.95,-8.05
473,RECIFE,24/08/2000,11.3,2000-08-24,2000,8,24,-34.95,-8.05
475,RECIFE,25/08/2000,3.4,2000-08-25,2000,8,25,-34.95,-8.05
477,RECIFE,26/08/2000,10.7,2000-08-26,2000,8,26,-34.95,-8.05
479,RECIFE,27/08/2000,0.0,2000-08-27,2000,8,27,-34.95,-8.05
481,RECIFE,28/08/2000,0.0,2000-08-28,2000,8,28,-34.95,-8.05
483,RECIFE,29/08/2000,0.0,2000-08-29,2000,8,29,-34.95,-8.05
485,RECIFE,30/08/2000,1.1,2000-08-30,2000,8,30,-34.95,-8.05
487,RECIFE,31/08/2000,0.0,2000-08-31,2000,8,31,-34.95,-8.05
489,RECIFE,01/09/2000,7.2,2000-09-01,2000,9,1,-34.95,-8.05
491,RECIFE,02/09/2000,13.5,2000-09-02,2000,9,2,-34.95,-8.05
493,RECIFE,03/09/2000,0.0,2000-09-03,2000,9,3,-34.95,-8.05
495,RECIFE,04/09/2000,0.2,2000-09-04,2000,9,4,-34.95,-8.05
497,RECIFE,05/09/2000,5.8,2000-09-05,2000,9,5,-34.95,-8.05
499,RECIFE,06/09/2000,2.4,2000-09-06,2000,9,6,-34.95,-8.05
501,RECIFE,07/09/2000,4.7,2000-09-07,2000,9,7,-34.95,-8.05
503,RECIFE,08/09/2000,5.1,2000-09-08,2000,9,8,-34.95,-8.05
505,RECIFE,09/09/2000,4.0,2000-09-09,2000,9,9,-34.95,-8.05
507,RECIFE,10/09/2000,35.8,2000-09-10,2000,9,10,-34.95,-8.05
509,RECIFE,11/09/2000,6.1,2000-09-11,2000,9,11,-34.95,-8.05
511,RECIFE,12/09/2000,9.6,2000-09-12,2000,9,12,-34.95,-8.05
513,RECIFE,13/09/2000,13.7,2000-09-13,2000,9,13,-34.95,-8.05
515,RECIFE,14/09/2000,23.2,2000-09-14,2000,9,14,-34.95,-8.05
517,RECIFE,15/09/2000,4.9,2000-09-15,2000,9,15,-34.95,-8.05
519,RECIFE,16/09/2000,30.1,2000-09-16,2000,9,16,-34.95,-8.05
521,RECIFE,17/09/2000,108.9,2000-09-17,2000,9,17,-34.95,-8.05
523,RECIFE,18/09/2000,15.7,2000-09-18,2000,9,18,-34.95,-8.05
525,RECIFE,19/09/2000,26.1,2000-09-19,2000,9,19,-34.95,-8.05
527,RECIFE,20/09/2000,0.3,2000-09-20,2000,9,20,-34.95,-8.05
529,RECIFE,21/09/2000,4.0,2000-09-21,2000,9,21,-34.95,-8.05
531,RECIFE,22/09/2000,3.0,2000-09-22,2000,9,22,-34.95,-8.05
533,RECIFE,23/09/2000,2.6,2000-09-23,2000,9,23,-34.95,-8.05
535,RECIFE,24/09/2000,0.6,2000-09-24,2000,9,24,-34.95,-8.05
537,RECIFE,25/09/2000,2.2,2000-09-25,2000,9,25,-34.95,-8.05
539,RECIFE,26/09/2000,0.0,2000-09-26,2000,9,26,-34.95,-8.05
541,RECIFE,27/09/2000,0.6,2000-09-27,2000,9,27,-34.95,-8.05
543,RECIFE,28/09/2000,3.6,2000-09-28,2000,9,28,-34.95,-8.05
545,RECIFE,29/09/2000,0.0,2000-09-29,2000,9,29,-34.95,-8.05
547,RECIFE,30/09/2000,2.2,2000-09-30,2000,9,30,-34.95,-8.05
549,RECIFE,01/10/2000,0.0,2000-10-01,2000,10,1,-34.95,-8.05
551,RECIFE,02/10/2000,0.2,2000-10-02,2000,10,2,-34.95,-8.05
553,RECIFE,03/10/2000,0.0,2000-10-03,2000,10,3,-34.95,-8.05
555,RECIFE,04/10/2000,0.0,2000-10-04,2000,10,4,-34.95,-8.05
557,RECIFE,05/10/2000,0.0,2000-10-05,2000,10,5,-34.95,-8.05
559,RECIFE,06/10/2000,0.0,2000-10-06,2000,10,6,-34.95,-8.05
561,RECIFE,07/10/2000,1.1,2000-10-07,2000,10,7,-34.95,-8.05
563,RECIFE,08/10/2000,3.3,2000-10-08,2000,10,8,-34.95,-8.05
565,RECIFE,09/10/2000,0.0,2000-10-09,2000,10,9,-34.95,-8.05
567,RECIFE,10/10/2000,0.9,2000-10-10,2000,10,10,-34.95,-8.05
569,RECIFE,11/10/2000,16.8,2000-10-11,2000,10,11,-34.95,-8.05
571,RECIFE,12/10/2000,8.8,2000-10-12,2000,10,12,-34.95,-8.05
573,RECIFE,13/10/2000,6.0,2000-10-13,2000,10,13,-34.95,-8.05
575,RECIFE,14/10/2000,5.8,2000-10-14,2000,10,14,-34.95,-8.05
577,RECIFE,15/10/2000,0.0,2000-10-15,2000,10,15,-34.95,-8.05
579,RECIFE,16/10/2000,1.2,2000-10-16,2000,10,16,-34.95,-8.05
581,RECIFE,17/10/2000,0.1,2000-10-17,2000,10,17,-34.95,-8.05
583,RECIFE,18/10/2000,7.4,2000-10-18,2000,10,18,-34.95,-8.05
585,RECIFE,19/10/2000,1.3,2000-10-19,2000,10,19,-34.95,-8.05
587,RECIFE,20/10/2000,0.3,2000-10-20,2000,10,20,-34.95,-8.05
589,RECIFE,21/10/2000,0.0,2000-10-21,2000,10,21,-34.95,-8.05
591,RECIFE,22/10/2000,0.0,2000-10-22,2000,10,22,-34.95,-8.05
593,RECIFE,23/10/2000,0.0,2000-10-23,2000,10,23,-34.95,-8.05
595,RECIFE,24/10/2000,0.0,2000-10-24,2000,10,24,-34.95,-8.05
597,RECIFE,25/10/2000,0.9,2000-10-25,2000,10,25,-34.95,-8.05
599,RECIFE,26/10/2000,0.4,2000-10-26,2000,10,26,-34.95,-8.05
601,RECIFE,27/10/2000,3.0,2000-10-27,2000,10,27,-34.95,-8.05
603,RECIFE,28/10/2000,0.6,2000-10-28,2000,10,28,-34.95,-8.05
605,RECIFE,29/10/2000,0.0,2000-10-29,2000,10,29,-34.95,-8.05
607,RECIFE,30/10/2000,0.1,2000-10-30,2000,10,30,-34.95,-8.05
609,RECIFE,31/10/2000,0.0,2000-10-31,2000,10,31,-34.95,-8.05
611,RECIFE,01/11/2000,0.0,2000-11-01,2000,11,1,-34.95,-8.05
613,RECIFE,02/11/2000,0.0,2000-11-02,2000,11,2,-34.95,-8.05
615,RECIFE,03/11/2000,1.8,2000-11-03,2000,11,3,-34.95,-8.05
617,RECIFE,04/11/2000,0.0,2000-11-04,2000,11,4,-34.95,-8.05
619,RECIFE,05/11/2000,0.0,2000-11-05,2000,11,5,-34.95,-8.05
621,RECIFE,06/11/2000,0.0,2000-11-06,2000,11,6,-34.95,-8.05
623,RECIFE,07/11/2000,0.0,2000-11-07,2000,11,7,-34.95,-8.05
625,RECIFE,08/11/2000,0.0,2000-11-08,2000,11,8,-34.95,-8.05
627,RECIFE,09/11/2000,0.0,2000-11-09,2000,11,9,-34.95,-8.05
629,RECIFE,10/11/2000,13.6,2000-11-10,2000,11,10,-34.95,-8.05
631,RECIFE,11/11/2000,0.4,2000-11-11,2000,11,11,-34.95,-8.05
633,RECIFE,12/11/2000,0.0,2000-11-12,2000,11,12,-34.95,-8.05
635,RECIFE,13/11/2000,0.0,2000-11-13,2000,11,13,-34.95,-8.05
637,RECIFE,14/11/2000,0.0,2000-11-14,2000,11,14,-34.95,-8.05
639,RECIFE,15/11/2000,0.0,2000-11-15,2000,11,15,-34.95,-8.05
641,RECIFE,16/11/2000,0.0,2000-11-16,2000,11,16,-34.95,-8.05
643,RECIFE,17/11/2000,0.2,2000-11-17,2000,11,17,-34.95,-8.05
645,RECIFE,18/11/2000,6.2,2000-11-18,2000,11,18,-34.95,-8.05
647,RECIFE,19/11/2000,0.3,2000-11-19,2000,11,19,-34.95,-8.05
649,RECIFE,20/11/2000,0.0,2000-11-20,2000,11,20,-34.95,-8.05
651,RECIFE,21/11/2000,0.0,2000-11-21,2000,11,21,-34.95,-8.05
653,RECIFE,22/11/2000,0.0,2000-11-22,2000,11,22,-34.95,-8.05
655,RECIFE,23/11/2000,0.0,2000-11-23,2000,11,23,-34.95,-8.05
657,RECIFE,24/11/2000,0.0,2000-11-24,2000,11,24,-34.95,-8.05
659,RECIFE,25/11/2000,0.0,2000-11-25,2000,11,25,-34.95,-8.05
661,RECIFE,26/11/2000,6.0,2000-11-26,2000,11,26,-34.95,-8.05
663,RECIFE,27/11/2000,8.0,2000-11-27,2000,11,27,-34.95,-8.05
665,RECIFE,28/11/2000,5.6,2000-11-28,2000,11,28,-34.95,-8.05
667,RECIFE,29/11/2000,0.0,2000-11-29,2000,11,29,-34.95,-8.05
669,RECIFE,30/11/2000,3.0,2000-11-30,2000,11,30,-34.95,-8.05
671,RECIFE,01/12/2000,0.0,2000-12-01,2000,12,1,-34.95,-8.05
673,RECIFE,02/12/2000,0.0,2000-12-02,2000,12,2,-34.95,-8.05
675,RECIFE,03/12/2000,0.0,2000-12-03,2000,12,3,-34.95,-8.05
677,RECIFE,04/12/2000,0.0,2000-12-04,2000,12,4,-34.95,-8.05
679,RECIFE,05/12/2000,0.0,2000-12-05,2000,12,5,-34.95,-8.05
681,RECIFE,06/12/2000,0.0,2000-12-06,2000,12,6,-34.95,-8.05
683,RECIFE,07/12/2000,0.0,2000-12-07,2000,12,7,-34.95,-8.05
685,RECIFE,08/12/2000,0.0,2000-12-08,2000,12,8,-34.95,-8.05
687,RECIFE,09/12/2000,0.0,2000-12-09,2000,12,9,-34.95,-8.05
689,RECIFE,10/12/2000,0.0,2000-12-10,2000,12,10,-34.95,-8.05
691,RECIFE,11/12/2000,0.0,2000-12-11,2000,12,11,-34.95,-8.05
693,RECIFE,12/12/2000,1.0,2000-12-12,2000,12,12,-34.95,-8.05
695,RECIFE,13/12/2000,18.9,2000-12-13,2000,12,13,-34.95,-8.05
697,RECIFE,14/12/2000,0.9,2000-12-14,2000,12,14,-34.95,-8.05
699,RECIFE,15/12/2000,53.0,2000-12-15,2000,12,15,-34.95,-8.05
701,RECIFE,16/12/2000,22.7,2000-12-16,2000,12,16,-34.95,-8.05
703,RECIFE,17/12/2000,,2000-12-17,2000,12,17,-34.95,-8.05
705,RECIFE,18/12/2000,0.1,2000-12-18,2000,12,18,-34.95,-8.05
707,RECIFE,19/12/2000,0.0,2000-12-19,2000,12,19,-34.95,-8.05
709,RECIFE,20/12/2000,0.0,2000-12-20,2000,12,20,-34.95,-8.05
711,RECIFE,21/12/2000,0.0,2000-12-21,2000,12,21,-34.95,-8.05
713,RECIFE,22/12/2000,0.0,2000-12-22,2000,12,22,-34.95,-8.05
715,RECIFE,23/12/2000,0.0,2000-12-23,2000,12,23,-34.95,-8.05
717,RECIFE,24/12/2000,0.0,2000-12-24,2000,12,24,-34.95,-8.05
719,RECIFE,25/12/2000,0.0,2000-12-25,2000,12,25,-34.95,-8.05
721,RECIFE,26/12/2000,1.0,2000-12-26,2000,12,26,-34.95,-8.05
723,RECIFE,27/12/2000,0.0,2000-12-27,2000,12,27,-34.95,-8.05
725,RECIFE,28/12/2000,0.0,2000-12-28,2000,12,28,-34.95,-8.05
727,RECIFE,29/12/2000,0.0,2000-12-29,2000,12,29,-34.95,-8.05
729,RECIFE,30/12/2000,1.5,2000-12-30,2000,12,30,-34.95,-8.05
731,RECIFE,31/12/2000,0.0,2000-12-31,2000,12,31,-34.95,-8.05
733,RECIFE,01/01/2001,0.5,2001-01-01,2001,1,1,-34.95,-8.05
735,RECIFE,02/01/2001,0.0,2001-01-02,2001,1,2,-34.95,-8.05
737,RECIFE,03/01/2001,0.0,2001-01-03,2001,1,3,-34.95,-8.05
739,RECIFE,04/01/2001,5.6,2001-01-04,2001,1,4,-34.95,-8.05
741,RECIFE,05/01/2001,2.6,2001-01-05,2001,1,5,-34.95,-8.05
743,RECIFE,06/01/2001,10.5,2001-01-06,2001,1,6,-34.95,-8.05
745,RECIFE,07/01/2001,0.0,2001-01-07,2001,1,7,-34.95,-8.05
747,RECIFE,08/01/2001,0.0,2001-01-08,2001,1,8,-34.95,-8.05
749,RECIFE,09/01/2001,0.0,2001-01-09,2001,1,9,-34.95,-8.05
751,RECIFE,10/01/2001,2.3,2001-01-10,2001,1,10,-34.95,-8.05
753,RECIFE,11/01/2001,3.6,2001-01-11,2001,1,11,-34.95,-8.05
755,RECIFE,12/01/2001,15.7,2001-01-12,2001,1,12,-34.95,-8.05
757,RECIFE,13/01/2001,1.2,2001-01-13,2001,1,13,-34.95,-8.05
759,RECIFE,14/01/2001,2.3,2001-01-14,2001,1,14,-34.95,-8.05
