,Estacao,Data,Precipitacao,Date,year,month,day,long,lat
5505,OURICURI,26/12/2007,0.0,2007-12-26,2007,12,26,-40.04,-7.9
5507,OURICURI,27/12/2007,0.0,2007-12-27,2007,12,27,-40.04,-7.9
5509,OURICURI,28/12/2007,0.0,2007-12-28,2007,12,28,-40.04,-7.9
5511,OURICURI,29/12/2007,0.0,2007-12-29,2007,12,29,-40.04,-7.9
5513,OURICURI,30/12/2007,0.0,2007-12-30,2007,12,30,-40.04,-7.9
5515,OURICURI,31/12/2007,0.0,2007-12-31,2007,12,31,-40.04,-7.9
5517,OURICURI,01/01/2008,0.0,2008-01-01,2008,1,1,-40.04,-7.9
5519,OURICURI,02/01/2008,0.0,2008-01-02,2008,1,2,-40.04,-7.9
5521,OURICURI,03/01/2008,0.0,2008-01-03,2008,1,3,-40.04,-7.9
5523,OURICURI,04/01/2008,0.0,2008-01-04,2008,1,4,-40.04,-7.9
5525,OURICURI,05/01/2008,0.0,2008-01-05,2008,1,5,-40.04,-7.9
5527,OURICURI,06/01/2008,0.0,2008-01-06,2008,1,6,-40.04,-7.9
5529,OURICURI,07/01/2008,0.0,2008-01-07,2008,1,7,-40.04,-7.9
5531,OURICURI,08/01/2008,0.0,2008-01-08,2008,1,8,-40.04,-7.9
5533,OURICURI,09/01/2008,0.0,2008-01-09,2008,1,9,-40.04,-7.9
5535,OURICURI,10/01/2008,0.0,2008-01-10,2008,1,10,-40.04,-7.9
5537,OURICURI,11/01/2008,0.0,2008-01-11,2008,1,11,-40.04,-7.9
5539,OURICURI,12/01/2008,0.0,2008-01-12,2008,1,12,-40.04,-7.9
5541,OURICURI,13/01/2008,0.0,2008-01-13,2008,1,13,-40.04,-7.9
5543,OURICURI,14/01/2008,0.0,2008-01-14,2008,1,14,-40.04,-7.9
5545,OURICURI,15/01/2008,0.0,2008-01-15,2008,1,15,-40.04,-7.9
5547,OURICURI,16/01/2008,0.0,2008-01-16,2008,1,16,-40.04,-7.9
5549,OURICURI,17/01/2008,7.0,2008-01-17,2008,1,17,-40.04,-7.9
5551,OURICURI,18/01/2008,0.0,2008-01-18,2008,1,18,-40.04,-7.9
5553,OURICURI,19/01/2008,0.0,2008-01-19,2008,1,19,-40.04,-7.9
5555,OURICURI,20/01/2008,0.0,2008-01-20,2008,1,20,-40.04,-7.9
5557,OURICURI,21/01/2008,0.0,2008-01-21,2008,1,21,-40.04,-7.9
5559,OURICURI,22/01/2008,2.9,2008-01-22,2008,1,22,-40.04,-7.9
5561,OURICURI,23/01/2008,0.0,2008-01-23,2008,1,23,-40.04,-7.9
5563,OURICURI,24/01/2008,0.0,2008-01-24,2008,1,24,-40.04,-7.9
5565,OURICURI,25/01/2008,0.0,2008-01-25,2008,1,25,-40.04,-7.9
5567,OURICURI,26/01/2008,0.0,2008-01-26,2008,1,26,-40.04,-7.9
5569,OURICURI,27/01/2008,0.0,2008-01-27,2008,1,27,-40.04,-7.9
5571,OURICURI,28/01/2008,3.5,2008-01-28,2008,1,28,-40.04,-7.9
5573,OURICURI,29/01/2008,15.6,2008-01-29,2008,1,29,-40.04,-7.9
5575,OURICURI,30/01/2008,0.0,2008-01-30,2008,1,30,-40.04,-7.9
5577,OURICURI,31/01/2008,0.0,2008-01-31,2008,1,31,-40.04,-7.9
5579,OURICURI,01/02/2008,21.4,2008-02-01,2008,2,1,-40.04,-7.9
5581,OURICURI,02/02/2008,0.0,2008-02-02,2008,2,2,-40.04,-7.9
5583,OURICURI,03/02/2008,0.0,2008-02-03,2008,2,3,-40.04,-7.9
5585,OURICURI,04/02/2008,0.0,2008-02-04,2008,2,4,-40.04,-7.9
5587,OURICURI,05/02/2008,0.0,2008-02-05,2008,2,5,-40.04,-7.9
5589,OURICURI,06/02/2008,0.0,2008-02-06,2008,2,6,-40.04,-7.9
5591,OURICURI,07/02/2008,0.0,2008-02-07,2008,2,7,-40.04,-7.9
5593,OURICURI,08/02/2008,0.0,2008-02-08,2008,2,8,-40.04,-7.9
5595,OURICURI,09/02/2008,23.4,2008-02-09,2008,2,9,-40.04,-7.9
5597,OURICURI,10/02/2008,0.0,2008-02-10,2008,2,10,-40.04,-7.9
5599,OURICURI,11/02/2008,0.0,2008-02-11,2008,2,11,-40.04,-7.9
5601,OURICURI,12/02/2008,0.0,2008-02-12,2008,2,12,-40.04,-7.9
5603,OURICURI,13/02/2008,0.0,2008-02-13,2008,2,13,-40.04,-7.9
5605,OURICURI,14/02/2008,0.0,2008-02-14,2008,2,14,-40.04,-7.9
5607,OURICURI,15/02/2008,0.0,2008-02-15,2008,2,15,-40.04,-7.9
5609,OURICURI,16/02/2008,5.1,2008-02-16,2008,2,16,-40.04,-7.9
5611,OURICURI,17/02/2008,19.5,2008-02-17,2008,2,17,-40.04,-7.9
5613,OURICURI,18/02/2008,0.2,2008-02-18,2008,2,18,-40.04,-7.9
5615,OURICURI,19/02/2008,0.0,2008-02-19,2008,2,19,-40.04,-7.9
5617,OURICURI,20/02/2008,0.0,2008-02-20,2008,2,20,-40.04,-7.9
5619,OURICURI,21/02/2008,0.0,2008-02-21,2008,2,21,-40.04,-7.9
5621,OURICURI,22/02/2008,0.0,2008-02-22,2008,2,22,-40.04,-7.9
5623,OURICURI,23/02/2008,0.0,2008-02-23,2008,2,23,-40.04,-7.9
5625,OURICURI,24/02/2008,0.0,2008-02-24,2008,2,24,-40.04,-7.9
5627,OURICURI,25/02/2008,0.0,2008-02-25,2008,2,25,-40.04,-7.9
5629,OURICURI,26/02/2008,0.0,2008-02-26,2008,2,26,-40.04,-7.9
5631,OURICURI,27/02/2008,6.2,2008-02-27,2008,2,27,-40.04,-7.9
5633,OURICURI,28/02/2008,20.6,2008-02-28,2008,2,28,-40.04,-7.9
5635,OURICURI,29/02/2008,0.0,2008-02-29,2008,2,29,-40.04,-7.9
5637,OURICURI,01/03/2008,8.3,2008-03-01,2008,3,1,-40.04,-7.9
5639,OURICURI,02/03/2008,0.0,2008-03-02,2008,3,2,-40.04,-7.9
5641,OURICURI,03/03/2008,0.0,2008-03-03,2008,3,3,-40.04,-7.9
5643,OURICURI,04/03/2008,0.0,2008-03-04,2008,3,4,-40.04,-7.9
5645,OURICURI,05/03/2008,0.0,2008-03-05,2008,3,5,-40.04,-7.9
5647,OURICURI,06/03/2008,0.0,2008-03-06,2008,3,6,-40.04,-7.9
5649,OURICURI,07/03/2008,0.0,2008-03-07,2008,3,7,-40.04,-7.9
5651,OURICURI,08/03/2008,0.0,2008-03-08,2008,3,8,-40.04,-7.9
5653,OURICURI,09/03/2008,10.8,2008-03-09,2008,3,9,-40.04,-7.9
5655,OURICURI,10/03/2008,0.0,2008-03-10,2008,3,10,-40.04,-7.9
5657,OURICURI,11/03/2008,0.0,2008-03-11,2008,3,11,-40.04,-7.9
5659,OURICURI,12/03/2008,0.0,2008-03-12,2008,3,12,-40.04,-7.9
5661,OURICURI,13/03/2008,0.0,2008-03-13,2008,3,13,-40.04,-7.9
5663,OURICURI,14/03/2008,0.0,2008-03-14,2008,3,14,-40.04,-7.9
5665,OURICURI,15/03/2008,36.6,2008-03-15,2008,3,15,-40.04,-7.9
5667,OURICURI,16/03/2008,20.0,2008-03-16,2008,3,16,-40.04,-7.9
5669,OURICURI,17/03/2008,10.6,2008-03-17,2008,3,17,-40.04,-7.9
5671,OURICURI,18/03/2008,12.4,2008-03-18,2008,3,18,-40.04,-7.9
5673,OURICURI,19/03/2008,0.0,2008-03-19,2008,3,19,-40.04,-7.9
5675,OURICURI,20/03/2008,9.4,2008-03-20,2008,3,20,-40.04,-7.9
5677,OURICURI,21/03/2008,12.4,2008-03-21,2008,3,21,-40.04,-7.9
5679,OURICURI,22/03/2008,10.0,2008-03-22,2008,3,22,-40.04,-7.9
5681,OURICURI,23/03/2008,109.0,2008-03-23,2008,3,23,-40.04,-7.9
5683,OURICURI,24/03/2008,17.3,2008-03-24,2008,3,24,-40.04,-7.9
5685,OURICURI,25/03/2008,0.1,2008-03-25,2008,3,25,-40.04,-7.9
5687,OURICURI,26/03/2008,3.7,2008-03-26,2008,3,26,-40.04,-7.9
5689,OURICURI,27/03/2008,0.1,2008-03-27,2008,3,27,-40.04,-7.9
5691,OURICURI,28/03/2008,1.9,2008-03-28,2008,3,28,-40.04,-7.9
5693,OURICURI,29/03/2008,0.2,2008-03-29,2008,3,29,-40.04,-7.9
5695,OURICURI,30/03/2008,4.0,2008-03-30,2008,3,30,-40.04,-7.9
5697,OURICURI,31/03/2008,5.5,2008-03-31,2008,3,31,-40.04,-7.9
5699,OURICURI,01/04/2008,7.0,2008-04-01,2008,4,1,-40.04,-7.9
5701,OURICURI,02/04/2008,8.4,2008-04-02,2008,4,2,-40.04,-7.9
5703,OURICURI,03/04/2008,3.3,2008-04-03,2008,4,3,-40.04,-7.9
5705,OURICURI,04/04/2008,0.4,2008-04-04,2008,4,4,-40.04,-7.9
5707,OURICURI,05/04/2008,2.2,2008-04-05,2008,4,5,-40.04,-7.9
5709,OURICURI,06/04/2008,0.0,2008-04-06,2008,4,6,-40.04,-7.9
5711,OURICURI,07/04/2008,21.6,2008-04-07,2008,4,7,-40.04,-7.9
5713,OURICURI,08/04/2008,0.1,2008-04-08,2008,4,8,-40.04,-7.9
5715,OURICURI,09/04/2008,13.8,2008-04-09,2008,4,9,-40.04,-7.9
5717,OURICURI,10/04/2008,0.0,2008-04-10,2008,4,10,-40.04,-7.9
5719,OURICURI,11/04/2008,0.0,2008-04-11,2008,4,11,-40.04,-7.9
5721,OURICURI,12/04/2008,0.0,2008-04-12,2008,4,12,-40.04,-7.9
5723,OURICURI,13/04/2008,0.0,2008-04-13,2008,4,13,-40.04,-7.9
5725,OURICURI,14/04/2008,29.8,2008-04-14,2008,4,14,-40.04,-7.9
5727,OURICURI,15/04/2008,0.0,2008-04-15,2008,4,15,-40.04,-7.9
5729,OURICURI,16/04/2008,1.3,2008-04-16,2008,4,16,-40.04,-7.9
5731,OURICURI,17/04/2008,0.0,2008-04-17,2008,4,17,-40.04,-7.9
5733,OURICURI,18/04/2008,0.0,2008-04-18,2008,4,18,-40.04,-7.9
5735,OURICURI,19/04/2008,1.4,2008-04-19,2008,4,19,-40.04,-7.9
5737,OURICURI,20/04/2008,0.0,2008-04-20,2008,4,20,-40.04,-7.9
5739,OURICURI,21/04/2008,0.0,2008-04-21,2008,4,21,-40.04,-7.9
5741,OURICURI,22/04/2008,0.1,2008-04-22,2008,4,22,-40.04,-7.9
5743,OURICURI,23/04/2008,2.4,2008-04-23,2008,4,23,-40.04,-7.9
5745,OURICURI,24/04/2008,0.0,2008-04-24,2008,4,24,-40.04,-7.9
5747,OURICURI,25/04/2008,0.0,2008-04-25,2008,4,25,-40.04,-7.9
5749,OURICURI,26/04/2008,2.6,2008-04-26,2008,4,26,-40.04,-7.9
5751,OURICURI,27/04/2008,0.0,2008-04-27,2008,4,27,-40.04,-7.9
5753,OURICURI,28/04/2008,0.0,2008-04-28,2008,4,28,-40.04,-7.9
5755,OURICURI,29/04/2008,0.0,2008-04-29,2008,4,29,-40.04,-7.9
5757,OURICURI,30/04/2008,13.4,2008-04-30,2008,4,30,-40.04,-7.9
5759,OURICURI,01/05/2008,0.0,2008-05-01,2008,5,1,-40.04,-7.9
5761,OURICURI,02/05/2008,0.0,2008-05-02,2008,5,2,-40.04,-7.9
5763,OURICURI,03/05/2008,0.2,2008-05-03,2008,5,3,-40.04,-7.9
5765,OURICURI,04/05/2008,0.0,2008-05-04,2008,5,4,-40.04,-7.9
5767,OURICURI,05/05/2008,0.0,2008-05-05,2008,5,5,-40.04,-7.9
5769,OURICURI,06/05/2008,0.0,2008-05-06,2008,5,6,-40.04,-7.9
5771,OURICURI,07/05/2008,0.0,2008-05-07,2008,5,7,-40.04,-7.9
5773,OURICURI,08/05/2008,0.0,2008-05-08,2008,5,8,-40.04,-7.9
5775,OURICURI,09/05/2008,3.5,2008-05-09,2008,5,9,-40.04,-7.9
5777,OURICURI,10/05/2008,0.9,2008-05-10,2008,5,10,-40.04,-7.9
5779,OURICURI,11/05/2008,0.2,2008-05-11,2008,5,11,-40.04,-7.9
5781,OURICURI,12/05/2008,0.0,2008-05-12,2008,5,12,-40.04,-7.9
5783,OURICURI,13/05/2008,4.0,2008-05-13,2008,5,13,-40.04,-7.9
5785,OURICURI,14/05/2008,0.0,2008-05-14,2008,5,14,-40.04,-7.9
5787,OURICURI,15/05/2008,0.0,2008-05-15,2008,5,15,-40.04,-7.9
5789,OURICURI,16/05/2008,0.0,2008-05-16,2008,5,16,-40.04,-7.9
5791,OURICURI,17/05/2008,0.0,2008-05-17,2008,5,17,-40.04,-7.9
5793,OURICURI,18/05/2008,1.0,2008-05-18,2008,5,18,-40.04,-7.9
5795,OURICURI,19/05/2008,0.0,2008-05-19,2008,5,19,-40.04,-7.9
5797,OURICURI,20/05/2008,0.2,2008-05-20,2008,5,20,-40.04,-7.9
5799,OURICURI,21/05/2008,0.0,2008-05-21,2008,5,21,-40.04,-7.9
5801,OURICURI,22/05/2008,0.5,2008-05-22,2008,5,22,-40.04,-7.9
5803,OURICURI,23/05/2008,6.9,2008-05-23,2008,5,23,-40.04,-7.9
5805,OURICURI,24/05/2008,0.1,2008-05-24,2008,5,24,-40.04,-7.9
5807,OURICURI,25/05/2008,0.7,2008-05-25,2008,5,25,-40.04,-7.9
5809,OURICURI,26/05/2008,0.0,2008-05-26,2008,5,26,-40.04,-7.9
5811,OURICURI,27/05/2008,1.1,2008-05-27,2008,5,27,-40.04,-7.9
5813,OURICURI,28/05/2008,3.6,2008-05-28,2008,5,28,-40.04,-7.9
5815,OURICURI,29/05/2008,0.0,2008-05-29,2008,5,29,-40.04,-7.9
5817,OURICURI,30/05/2008,0.0,2008-05-30,2008,5,30,-40.04,-7.9
5819,OURICURI,31/05/2008,0.0,2008-05-31,2008,5,31,-40.04,-7.9
5821,OURICURI,01/06/2008,0.0,2008-06-01,2008,6,1,-40.04,-7.9
5823,OURICURI,02/06/2008,0.0,2008-06-02,2008,6,2,-40.04,-7.9
5825,OURICURI,03/06/2008,0.0,2008-06-03,2008,6,3,-40.04,-7.9
5827,OURICURI,04/06/2008,0.1,2008-06-04,2008,6,4,-40.04,-7.9
5829,OURICURI,05/06/2008,0.0,2008-06-05,2008,6,5,-40.04,-7.9
5831,OURICURI,06/06/2008,0.0,2008-06-06,2008,6,6,-40.04,-7.9
5833,OURICURI,07/06/2008,0.0,2008-06-07,2008,6,7,-40.04,-7.9
5835,OURICURI,08/06/2008,0.0,2008-06-08,2008,6,8,-40.04,-7.9
5837,OURICURI,09/06/2008,0.0,2008-06-09,2008,6,9,-40.04,-7.9
5839,OURICURI,10/06/2008,0.0,2008-06-10,2008,6,10,-40.04,-7.9
5841,OURICURI,11/06/2008,0.0,2008-06-11,2008,6,11,-40.04,-7.9
5843,OURICURI,12/06/2008,0.0,2008-06-12,2008,6,12,-40.04,-7.9
5845,OURICURI,13/06/2008,0.0,2008-06-13,2008,6,13,-40.04,-7.9
5847,OURICURI,14/06/2008,0.0,2008-06-14,2008,6,14,-40.04,-7.9
5849,OURICURI,15/06/2008,0.0,2008-06-15,2008,6,15,-40.04,-7.9
5851,OURICURI,16/06/2008,0.0,2008-06-16,2008,6,16,-40.04,-7.9
5853,OURICURI,17/06/2008,0.0,2008-06-17,2008,6,17,-40.04,-7.9
5855,OURICURI,18/06/2008,0.0,2008-06-18,2008,6,18,-40.04,-7.9
5857,OURICURI,19/06/2008,0.0,2008-06-19,2008,6,19,-40.04,-7.9
5859,OURICURI,20/06/2008,0.0,2008-06-20,2008,6,20,-40.04,-7.9
5861,OURICURI,21/06/2008,0.0,2008-06-21,2008,6,21,-40.04,-7.9
5863,OURICURI,22/06/2008,0.0,2008-06-22,2008,6,22,-40.04,-7.9
5865,OURICURI,23/06/2008,0.0,2008-06-23,2008,6,23,-40.04,-7.9
5867,OURICURI,24/06/2008,0.0,2008-06-24,2008,6,24,-40.04,-7.9
5869,OURICURI,25/06/2008,0.0,2008-06-25,2008,6,25,-40.04,-7.9
5871,OURICURI,26/06/2008,0.1,2008-06-26,2008,6,26,-40.04,-7.9
5873,OURICURI,27/06/2008,0.0,2008-06-27,2008,6,27,-40.04,-7.9
5875,OURICURI,28/06/2008,0.0,2008-06-28,2008,6,28,-40.04,-7.9
5877,OURICURI,29/06/2008,0.0,2008-06-29,2008,6,29,-40.04,-7.9
5879,OURICURI,30/06/2008,0.0,2008-06-30,2008,6,30,-40.04,-7.9
5881,OURICURI,01/07/2008,0.0,2008-07-01,2008,7,1,-40.04,-7.9
5883,OURICURI,02/07/2008,0.0,2008-07-02,2008,7,2,-40.04,-7.9
5885,OURICURI,03/07/2008,0.0,2008-07-03,2008,7,3,-40.04,-7.9
5887,OURICURI,04/07/2008,0.0,2008-07-04,2008,7,4,-40.04,-7.9
5889,OURICURI,05/07/2008,1.3,2008-07-05,2008,7,5,-40.04,-7.9
5891,OURICURI,06/07/2008,0.0,2008-07-06,2008,7,6,-40.04,-7.9
5893,OURICURI,07/07/2008,0.8,2008-07-07,2008,7,7,-40.04,-7.9
5895,OURICURI,08/07/2008,3.7,2008-07-08,2008,7,8,-40.04,-7.9
5897,OURICURI,09/07/2008,0.0,2008-07-09,2008,7,9,-40.04,-7.9
5899,OURICURI,10/07/2008,0.0,2008-07-10,2008,7,10,-40.04,-7.9
5901,OURICURI,11/07/2008,0.0,2008-07-11,2008,7,11,-40.04,-7.9
5903,OURICURI,12/07/2008,0.2,2008-07-12,2008,7,12,-40.04,-7.9
5905,OURICURI,13/07/2008,0.0,2008-07-13,2008,7,13,-40.04,-7.9
5907,OURICURI,14/07/2008,0.0,2008-07-14,2008,7,14,-40.04,-7.9
5909,OURICURI,15/07/2008,0.0,2008-07-15,2008,7,15,-40.04,-7.9
5911,OURICURI,16/07/2008,0.0,2008-07-16,2008,7,16,-40.04,-7.9
5913,OURICURI,17/07/2008,0.0,2008-07-17,2008,7,17,-40.04,-7.9
5915,OURICURI,18/07/2008,8.8,2008-07-18,2008,7,18,-40.04,-7.9
5917,OURICURI,19/07/2008,1.8,2008-07-19,2008,7,19,-40.04,-7.9
5919,OURICURI,20/07/2008,0.0,2008-07-20,2008,7,20,-40.04,-7.9
5921,OURICURI,21/07/2008,0.0,2008-07-21,2008,7,21,-40.04,-7.9
5923,OURICURI,22/07/2008,0.1,2008-07-22,2008,7,22,-40.04,-7.9
5925,OURICURI,23/07/2008,0.0,2008-07-23,2008,7,23,-40.04,-7.9
5927,OURICURI,24/07/2008,0.0,2008-07-24,2008,7,24,-40.04,-7.9
5929,OURICURI,25/07/2008,0.0,2008-07-25,2008,7,25,-40.04,-7.9
5931,OURICURI,26/07/2008,0.0,2008-07-26,2008,7,26,-40.04,-7.9
5933,OURICURI,27/07/2008,0.0,2008-07-27,2008,7,27,-40.04,-7.9
5935,OURICURI,28/07/2008,0.5,2008-07-28,2008,7,28,-40.04,-7.9
5937,OURICURI,29/07/2008,0.0,2008-07-29,2008,7,29,-40.04,-7.9
5939,OURICURI,30/07/2008,0.0,2008-07-30,2008,7,30,-40.04,-7.9
5941,OURICURI,31/07/2008,0.0,2008-07-31,2008,7,31,-40.04,-7.9
5943,OURICURI,01/08/2008,0.0,2008-08-01,2008,8,1,-40.04,-7.9
5945,OURICURI,02/08/2008,0.0,2008-08-02,2008,8,2,-40.04,-7.9
5947,OURICURI,03/08/2008,0.0,2008-08-03,2008,8,3,-40.04,-7.9
5949,OURICURI,04/08/2008,0.0,2008-08-04,2008,8,4,-40.04,-7.9
5951,OURICURI,05/08/2008,0.0,2008-08-05,2008,8,5,-40.04,-7.9
5953,OURICURI,06/08/2008,0.0,2008-08-06,2008,8,6,-40.04,-7.9
5955,OURICURI,07/08/2008,0.0,2008-08-07,2008,8,7,-40.04,-7.9
5957,OURICURI,08/08/2008,0.0,2008-08-08,2008,8,8,-40.04,-7.9
5959,OURICURI,09/08/2008,0.0,2008-08-09,2008,8,9,-40.04,-7.9
5961,OURICURI,10/08/2008,0.0,2008-08-10,2008,8,10,-40.04,-7.9
5963,OURICURI,11/08/2008,0.0,2008-08-11,2008,8,11,-40.04,-7.9
5965,OURICURI,12/08/2008,0.0,2008-08-12,2008,8,12,-40.04,-7.9
5967,OURICURI,13/08/2008,0.0,2008-08-13,2008,8,13,-40.04,-7.9
5969,OURICURI,14/08/2008,0.0,2008-08-14,2008,8,14,-40.04,-7.9
5971,OURICURI,15/08/2008,0.0,2008-08-15,2008,8,15,-40.04,-7.9
5973,OURICURI,16/08/2008,0.0,2008-08-16,2008,8,16,-40.04,-7.9
5975,OURICURI,17/08/2008,0.0,2008-08-17,2008,8,17,-40.04,-7.9
5977,OURICURI,18/08/2008,0.0,2008-08-18,2008,8,18,-40.04,-7.9
5979,OURICURI,19/08/2008,0.0,2008-08-19,2008,8,19,-40.04,-7.9
5981,OURICURI,20/08/2008,0.0,2008-08-20,2008,8,20,-40.04,-7.9
5983,OURICURI,21/08/2008,0.0,2008-08-21,2008,8,21,-40.04,-7.9
5985,OURICURI,22/08/2008,0.8,2008-08-22,2008,8,22,-40.04,-7.9
5987,OURICURI,23/08/2008,0.0,2008-08-23,2008,8,23,-40.04,-7.9
5989,OURICURI,24/08/2008,0.0,2008-08-24,2008,8,24,-40.04,-7.9
5991,OURICURI,25/08/2008,0.0,2008-08-25,2008,8,25,-40.04,-7.9
5993,OURICURI,26/08/2008,0.0,2008-08-26,2008,8,26,-40.04,-7.9
5995,OURICURI,27/08/2008,0.0,2008-08-27,2008,8,27,-40.04,-7.9
5997,OURICURI,28/08/2008,0.0,2008-08-28,2008,8,28,-40.04,-7.9
5999,OURICURI,29/08/2008,0.0,2008-08-29,2008,8,29,-40.04,-7.9
6001,OURICURI,30/08/2008,0.0,2008-08-30,2008,8,30,-40.04,-7.9
6003,OURICURI,31/08/2008,0.0,2008-08-31,2008,8,31,-40.04,-7.9
6005,OURICURI,01/10/2008,0.0,2008-10-01,2008,10,1,-40.04,-7.9
6007,OURICURI,02/10/2008,0.0,2008-10-02,2008,10,2,-40.04,-7.9
6009,OURICURI,03/10/2008,0.0,2008-10-03,2008,10,3,-40.04,-7.9
6011,OURICURI,04/10/2008,0.0,2008-10-04,2008,10,4,-40.04,-7.9
6013,OURICURI,05/10/2008,0.0,2008-10-05,2008,10,5,-40.04,-7.9
6015,OURICURI,06/10/2008,0.0,2008-10-06,2008,10,6,-40.04,-7.9
6017,OURICURI,07/10/2008,0.0,2008-10-07,2008,10,7,-40.04,-7.9
6019,OURICURI,08/10/2008,0.0,2008-10-08,2008,10,8,-40.04,-7.9
6021,OURICURI,09/10/2008,0.0,2008-10-09,2008,10,9,-40.04,-7.9
6023,OURICURI,10/10/2008,0.0,2008-10-10,2008,10,10,-40.04,-7.9
6025,OURICURI,11/10/2008,0.0,2008-10-11,2008,10,11,-40.04,-7.9
6027,OURICURI,12/10/2008,0.0,2008-10-12,2008,10,12,-40.04,-7.9
6029,OURICURI,13/10/2008,0.0,2008-10-13,2008,10,13,-40.04,-7.9
6031,OURICURI,14/10/2008,0.0,2008-10-14,2008,10,14,-40.04,-7.9
6033,OURICURI,15/10/2008,0.0,2008-10-15,2008,10,15,-40.04,-7.9
6035,OURICURI,16/10/2008,0.0,2008-10-16,2008,10,16,-40.04,-7.9
6037,OURICURI,17/10/2008,0.0,2008-10-17,2008,10,17,-40.04,-7.9
6039,OURICURI,18/10/2008,0.0,2008-10-18,2008,10,18,-40.04,-7.9
6041,OURICURI,19/10/2008,0.0,2008-10-19,2008,10,19,-40.04,-7.9
6043,OURICURI,20/10/2008,0.0,2008-10-20,2008,10,20,-40.04,-7.9
6045,OURICURI,21/10/2008,0.0,2008-10-21,2008,10,21,-40.04,-7.9
6047,OURICURI,22/10/2008,0.0,2008-10-22,2008,10,22,-40.04,-7.9
6049,OURICURI,23/10/2008,0.0,2008-10-23,2008,10,23,-40.04,-7.9
6051,OURICURI,24/10/2008,0.0,2008-10-24,2008,10,24,-40.04,-7.9
6053,OURICURI,25/10/2008,0.0,2008-10-25,2008,10,25,-40.04,-7.9
6055,OURICURI,26/10/2008,0.0,2008-10-26,2008,10,26,-40.04,-7.9
6057,OURICURI,27/10/2008,0.0,2008-10-27,2008,10,27,-40.04,-7.9
6059,OURICURI,28/10/2008,0.0,2008-10-28,2008,10,28,-40.04,-7.9
6061,OURICURI,29/10/2008,0.0,2008-10-29,2008,10,29,-40.04,-7.9
6063,OURICURI,30/10/2008,0.0,2008-10-30,2008,10,30,-40.04,-7.9
6065,OURICURI,31/10/2008,0.0,2008-10-31,2008,10,31,-40.04,-7.9
6067,OURICURI,01/11/2008,0.0,2008-11-01,2008,11,1,-40.04,-7.9
6069,OURICURI,02/11/2008,0.0,2008-11-02,2008,11,2,-40.04,-7.9
6071,OURICURI,03/11/2008,0.0,2008-11-03,2008,11,3,-40.04,-7.9
6073,OURICURI,04/11/2008,0.0,2008-11-04,2008,11,4,-40.04,-7.9
6075,OURICURI,05/11/2008,1.0,2008-11-05,2008,11,5,-40.04,-7.9
6077,OURICURI,06/11/2008,0.0,2008-11-06,2008,11,6,-40.04,-7.9
6079,OURICURI,07/11/2008,0.0,2008-11-07,2008,11,7,-40.04,-7.9
6081,OURICURI,08/11/2008,0.0,2008-11-08,2008,11,8,-40.04,-7.9
6083,OURICURI,09/11/2008,0.0,2008-11-09,2008,11,9,-40.04,-7.9
6085,OURICURI,10/11/2008,0.0,2008-11-10,2008,11,10,-40.04,-7.9
6087,OURICURI,11/11/2008,0.0,2008-11-11,2008,11,11,-40.04,-7.9
6089,OURICURI,12/11/2008,0.5,2008-11-12,2008,11,12,-40.04,-7.9
6091,OURICURI,13/11/2008,0.0,2008-11-13,2008,11,13,-40.04,-7.9
6093,OURICURI,14/11/2008,0.0,2008-11-14,2008,11,14,-40.04,-7.9
6095,OURICURI,15/11/2008,0.0,2008-11-15,2008,11,15,-40.04,-7.9
6097,OURICURI,16/11/2008,0.0,2008-11-16,2008,11,16,-40.04,-7.9
6099,OURICURI,17/11/2008,0.0,2008-11-17,2008,11,17,-40.04,-7.9
6101,OURICURI,18/11/2008,0.0,2008-11-18,2008,11,18,-40.04,-7.9
6103,OURICURI,19/11/2008,0.0,2008-11-19,2008,11,19,-40.04,-7.9
6105,OURICURI,20/11/2008,0.0,2008-11-20,2008,11,20,-40.04,-7.9
6107,OURICURI,21/11/2008,0.0,2008-11-21,2008,11,21,-40.04,-7.9
6109,OURICURI,22/11/2008,0.0,2008-11-22,2008,11,22,-40.04,-7.9
6111,OURICURI,23/11/2008,0.0,2008-11-23,2008,11,23,-40.04,-7.9
6113,OURICURI,24/11/2008,0.0,2008-11-24,2008,11,24,-40.04,-7.9
6115,OURICURI,25/11/2008,0.0,2008-11-25,2008,11,25,-40.04,-7.9
6117,OURICURI,26/11/2008,0.0,2008-11-26,2008,11,26,-40.04,-7.9
6119,OURICURI,27/11/2008,0.0,2008-11-27,2008,11,27,-40.04,-7.9
6121,OURICURI,28/11/2008,0.0,2008-11-28,2008,11,28,-40.04,-7.9
6123,OURICURI,29/11/2008,0.0,2008-11-29,2008,11,29,-40.04,-7.9
6125,OURICURI,30/11/2008,0.0,2008-11-30,2008,11,30,-40.04,-7.9
6127,OURICURI,01/12/2008,0.0,2008-12-01,2008,12,1,-40.04,-7.9
6129,OURICURI,02/12/2008,0.0,2008-12-02,2008,12,2,-40.04,-7.9
6131,OURICURI,03/12/2008,28.5,2008-12-03,2008,12,3,-40.04,-7.9
6133,OURICURI,04/12/2008,0.0,2008-12-04,2008,12,4,-40.04,-7.9
6135,OURICURI,05/12/2008,0.0,2008-12-05,2008,12,5,-40.04,-7.9
6137,OURICURI,06/12/2008,0.0,2008-12-06,2008,12,6,-40.04,-7.9
