Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82890;16/06/2000;1200;4.3;;18.3;;;;;;
82890;17/06/2000;0000;;26.2;;8.1;0.5;;;4.3;
82890;17/06/2000;1200;5.4;;18.2;;;;;;
82890;18/06/2000;0000;;26.9;;6.4;3.1;21.94;96.5;2.833333;
82890;18/06/2000;1200;0.2;;19.5;;;;;;
82890;19/06/2000;0000;;27.3;;6.9;2.1;21.88;;2.4;
82890;19/06/2000;1200;0;;18.1;;;;;;
82890;20/06/2000;0000;;26.4;;9.7;2.4;21.76;;2.6;
82890;20/06/2000;1200;3.6;;18.5;;;;;;
82890;21/06/2000;0000;;27.4;;10.4;2.8;21.56;;1.866667;
82890;21/06/2000;1200;0;;17.3;;;;;;
82890;22/06/2000;0000;;28.5;;9.1;2.9;22.6;;3.233333;
82890;22/06/2000;1200;0;;17.8;;;;;;
82890;23/06/2000;0000;;28.4;;9.3;2.8;21.32;;4;
82890;23/06/2000;1200;3;;17.9;;;;;;
82890;24/06/2000;0000;;26.6;;9.7;3.1;20.98;;4.633333;
82890;24/06/2000;1200;0;;18;;;;;;
82890;25/06/2000;0000;;25.6;;6;3.9;21.36;94;3.7;
82890;25/06/2000;1200;0;;17.9;;;;;;
82890;26/06/2000;0000;;23.2;;0;2;;;3.3;
82890;26/06/2000;1200;6.5;;18.5;;;;;;
82890;27/06/2000;0000;;26.5;;5.3;1;21.54;;3.8;
82890;27/06/2000;1200;4.8;;18;;;;;;
82890;28/06/2000;0000;;24.3;;6.1;2.6;20.66;;3.6;
82890;28/06/2000;1200;0;;17.3;;;;;;
82890;29/06/2000;0000;;24.8;;3;2.7;19.84;95.75;4;
82890;29/06/2000;1200;0;;17.3;;;;;;
82890;30/06/2000;0000;;26.6;;10.3;2.5;21.58;88.25;4.033333;
82890;30/06/2000;1200;0.4;;17.3;;;;;;
82890;01/07/2000;0000;;21.5;;0;2.5;19.24;;4.966667;
82890;01/07/2000;1200;2.3;;18.2;;;;;;
82890;02/07/2000;0000;;24.7;;3.7;0.5;20.38;;4.4;
82890;02/07/2000;1200;12.8;;17.8;;;;;;
82890;03/07/2000;0000;;23.8;;0.9;2.2;19.46;;5.266667;
82890;03/07/2000;1200;0;;17.9;;;;;;
82890;04/07/2000;0000;;24.2;;4.7;0.9;19.9;;4.133333;
82890;04/07/2000;1200;2.3;;17.5;;;;;;
82890;05/07/2000;0000;;22;;1.4;1.7;18.76;;3.4;
82890;05/07/2000;1200;6;;17.6;;;;;;
82890;06/07/2000;0000;;25.3;;7.6;0.8;19.78;;3.333333;
82890;06/07/2000;1200;3.8;;16.5;;;;;;
82890;07/07/2000;0000;;26;;7.4;2.5;20.5;89.75;3.833333;
82890;07/07/2000;1200;0;;17.4;;;;;;
82890;08/07/2000;0000;;25;;7.9;2.5;20.12;;3.566667;
82890;08/07/2000;1200;0;;17.3;;;;;;
82890;09/07/2000;0000;;25;;4.4;3.6;20.3;;3.4;
82890;09/07/2000;1200;0;;16.8;;;;;;
82890;10/07/2000;0000;;26;;8.3;2.8;20.96;;3.5;
82890;10/07/2000;1200;0;;17.5;;;;;;
82890;11/07/2000;0000;;25.6;;2.2;2.2;21.16;;3.533333;
82890;11/07/2000;1200;8.6;;19.1;;;;;;
82890;12/07/2000;0000;;24.6;;5.7;1.4;19.68;;4.166667;
82890;12/07/2000;1200;8.9;;17.7;;;;;;
82890;13/07/2000;0000;;26.6;;6.8;2.6;20.66;;3.266667;
82890;13/07/2000;1200;0;;16.6;;;;;;
82890;14/07/2000;0000;;24.6;;3.4;2.3;20.28;;4.033333;
82890;14/07/2000;1200;2.7;;18.1;;;;;;
82890;15/07/2000;0000;;22.8;;0.6;1.3;19.64;;3.366667;
82890;15/07/2000;1200;2.8;;18.1;;;;;;
82890;16/07/2000;0000;;25.2;;5.6;1.1;20.72;;2.866667;
82890;16/07/2000;1200;5.1;;18.7;;;;;;
82890;17/07/2000;0000;;29.6;;9.7;1.8;22.46;;2.4;
82890;17/07/2000;1200;0;;17;;;;;;
82890;18/07/2000;0000;;27.2;;10.5;3.2;22.02;;5.866667;
82890;18/07/2000;1200;0;;17;;;;;;
82890;19/07/2000;0000;;27;;9.3;4.8;21.44;;4.833333;
