Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82797;31/05/2000;0000;;28.8;;5.9;4.2;23.64;83.75;4.166667;
82797;31/05/2000;1200;0;;19.6;;;;;;
82797;01/06/2000;0000;;29.8;;7.5;1.5;24.44;;3.066667;
82797;01/06/2000;1200;0.7;;20.1;;;;;;
82797;02/06/2000;0000;;29.9;;9;3;;;5.233333;
82797;02/06/2000;1200;0;;20.1;;;;;;
82797;03/06/2000;0000;;27.2;;5.1;4.5;23;;4.533333;
82797;03/06/2000;1200;0;;18.6;;;;;;
82797;04/06/2000;0000;;29.8;;5.5;3;23.36;73;3.3;
82797;04/06/2000;1200;1.2;;19;;;;;;
82797;05/06/2000;0000;;29.8;;9.4;4.5;;;4.5;
82797;05/06/2000;1200;0;;18.6;;;;;;
82797;06/06/2000;0000;;23.2;;0;6.4;;;2.5;
82797;06/06/2000;1200;5;;20;;;;;;
82797;07/06/2000;0000;;23.9;;0.7;0.6;21.78;;3.7;
82797;07/06/2000;1200;24;;20.1;;;;;;
82797;08/06/2000;0000;;24.8;;0.6;1.3;21.82;93.5;2.466667;
82797;08/06/2000;1200;11.4;;20.2;;;;;;
82797;09/06/2000;0000;;25.4;;2.1;0.8;;;3.833333;
82797;09/06/2000;1200;9;;20.2;;;;;;
82797;10/06/2000;0000;;24.7;;0.6;2.5;22.06;;3.866667;
82797;10/06/2000;1200;1.1;;20.9;;;;;;
82797;11/06/2000;0000;;25.6;;6.9;1.2;;;3.933333;
82797;11/06/2000;1200;1.6;;20.8;;;;;;
82797;12/06/2000;0000;;27.8;;7.9;2;22.98;;3.8;
82797;12/06/2000;1200;0;;20.4;;;;;;
82797;13/06/2000;0000;;26.2;;2.9;2.3;;;3.566667;
82797;13/06/2000;1200;0;;18.2;;;;;;
82797;14/06/2000;0000;;24;;0.3;1.5;21.96;89.75;4.233333;
82797;14/06/2000;1200;0.7;;20.1;;;;;;
82797;15/06/2000;0000;;25;;0.2;0.8;22.04;;2.733333;
82797;15/06/2000;1200;2.5;;19.8;;;;;;
82797;16/06/2000;0000;;23;;0;0.7;20.64;95.75;2.633333;
82797;16/06/2000;1200;20.2;;19.3;;;;;;
82797;17/06/2000;0000;;27.6;;5.9;0.5;22.72;80.5;2.533333;
82797;17/06/2000;1200;13.4;;18.6;;;;;;
82797;18/06/2000;0000;;28.2;;7.3;2;;;3.6;
82797;18/06/2000;1200;0;;18.8;;;;;;
82797;19/06/2000;0000;;27.2;;5.6;3;23.22;90.75;4.2;
82797;19/06/2000;1200;0;;20.5;;;;;;
82797;20/06/2000;0000;;26.8;;6.4;1.8;;;2.966667;
82797;20/06/2000;1200;0;;20.3;;;;;;
82797;21/06/2000;0000;;27.8;;6.8;2;22.32;;2.466667;
82797;21/06/2000;1200;0.6;;18.1;;;;;;
82797;22/06/2000;0000;;28;;4.6;1.7;23.14;;3.266667;
82797;22/06/2000;1200;0;;20;;;;;;
